,Name of Movie,Star1,Star2,Star3,Votes,Genre1,Genre2,Genre3,Gross_Collection,Popularity,Certification
631,Bloodsport,Jean-Claude Van Damme,Donald Gibb,Leah Ayres," 275,019 ",Action,Biography,Drama,Color,"1,581",R
632,Bad Boys,Will Smith,Martin Lawrence,Lisa Boyle," 327,231 ",Action,Comedy,Crime,Color,"1,795",R
633,The Book of Eli,Denzel Washington,Mila Kunis,Ray Stevenson," 72,923",Action,Adventure,Drama,ColorBlack and White,"1,853",R
634,Boss Level,Frank Grillo,Mel Gibson,Naomi Watts," 113,287 ",Action,Adventure,Comedy,-,"1,914",TV-MA
635,You Only Live Twice,Sean Connery,Akiko Wakabayashi,Mie Hama," 64,692 ",Action,Adventure,Thriller,4-Track Stereo,"1,915",PG
636,Young Guns,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips," 311,022 ",Action,Drama,Western,Color,"2,045",R
637,The Transporter,Jason Statham,Shu Qi,Matt Schulze," 91,312",Action,Crime,Thriller,Color,"2,196",PG-13
638,News of the World,Tom Hanks,Helena Zengel,Tom Astor," 237,079 ",Action,Adventure,Drama,Color,"2,235",PG-13
639,Ghostbusters,Melissa McCarthy,Kristen Wiig,Kate McKinnon," 37,189",Action,Comedy,Fantasy,Color,"2,341",PG-13
640,The Outpost,Scott Eastwood,Caleb Landry Jones,Orlando Bloom," 321,134 ",Action,Drama,History,-,"2,351",R
641,The Island,Scarlett Johansson,Ewan McGregor,Djimon Hounsou," 58,908 ",Action,Sci-Fi,Thriller,Color,"2,362",PG-13
642,Logan's Run,Michael York,Jenny Agutter,Richard Jordan," 82,458 ",Action,Adventure,Sci-Fi,4-Track Stereo,"2,390",PG
643,The Long Kiss Goodnight,Geena Davis,Samuel L. Jackson,Yvonne Zima," 259,754 ",Action,Crime,Drama,"$33,447,612","2,423",R
644,Chappie,Sharlto Copley,Dev Patel,Hugh Jackman," 190,962 ",Action,Crime,Drama,Dolby DigitalDatasatSDDS,"2,450",R
645,The Mask of Zorro,Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones," 110,915 ",Action,Adventure,Comedy,Color,"2,532",PG-13
646,Superman II,Gene Hackman,Christopher Reeve,Margot Kidder," 116,193 ",Action,Adventure,Sci-Fi,"$108,185,706","2,862",PG
647,Patriot Games,Harrison Ford,Sean Bean,Anne Archer," 202,095 ",Action,Thriller,-,United States,"2,980",R
648,Unstoppable,Denzel Washington,Chris Pine,Rosario Dawson," 29,774 ",Action,Thriller,-,Color,"3,315",PG-13
649,Shin Godzilla,Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara," 52,643 ",Action,Drama,Horror,Color,"3,688",Not Rated
650,Spies in Disguise,Rachel Brosnahan,Jarrett Bruno,Claire Crosby," 116,705 ",Animation,Action,Adventure,Color,"3,998",PG
651,Street Kings,Keanu Reeves,Forest Whitaker,Hugh Laurie," 151,753 ",Action,Crime,Thriller,"$26,418,667","4,023",R
652,Four Brothers,Mark Wahlberg,Tyrese Gibson,André 3000," 130,881 ",Action,Crime,Drama,-,"4,119",R
653,The Score,Robert De Niro,Edward Norton,Marlon Brando," 62,645 ",Action,Crime,Drama,-,"4,170",R
654,Innerspace,Dennis Quaid,Martin Short,Meg Ryan," 265,347 ",Action,Adventure,Comedy,Color,"4,562",PG
655,Unknown,Liam Neeson,Diane Kruger,January Jones," 62,892",Action,Mystery,Thriller,Color,"4,793",PG-13
656,Dog Soldiers,Sean Pertwee,Kevin McKidd,Emma Cleasby," 53,483 ",Action,Horror,Thriller,Color,"4,940",R
657,Tristan + Isolde,James Franco,Sophia Myles,Rufus Sewell," 27,338",Action,Drama,Romance,-,-,PG-13
658,Three Steps Above Heaven,Mario Casas,María Valverde,Álvaro Cervantes," 69,300 ",Action,Drama,Romance,-,-,Not Rated
659,El Mariachi,Carlos Gallardo,Consuelo Gómez,Jaime de Hoyos," 49,682 ",Action,Crime,Thriller,Color,-,R
660,Enemy Mine,Dennis Quaid,Louis Gossett Jr.,Brion James," 139,771 ",Action,Adventure,Drama,Color,-,PG-13
661,Green Zone,Matt Damon,Jason Isaacs,Greg Kinnear," 90,798 ",Action,Drama,Thriller,"$35,053,660",-,R
662,We Own the Night,Joaquin Phoenix,Mark Wahlberg,Eva Mendes," 67,187 ",Action,Crime,Drama,Color,-,R
663,Harsh Times,Christian Bale,Freddy Rodríguez,Eva Longoria," 41,516",Action,Crime,Drama,Color,-,R
664,Who Am I?,Jackie Chan,Michelle Ferre,Mirai Yamamoto," 25,778",Action,Adventure,Comedy,-,-,PG-13
665,Dead Snow 2: Red vs. Dead,Geir Vegar Hoel,Ørjan Gamst,Martin Starr," 29,202",Action,Comedy,Fantasy,Color,-,R
666,The Legend,Saravanan Arul,Geethika,Mayilsamy," 71,757",Action,Drama,Romance,-,-,-
667,Violent Night,David Harbour,John Leguizamo,Beverly D'Angelo," 269,993 ",Action,Comedy,Crime,-,133,R
668,Black Panther: Wakanda Forever,Letitia Wright,Lupita Nyong'o,Danai Gurira," 215,031",Action,Adventure,Drama,"$453,829,060",165,PG-13
669,Extraction,Chris Hemsworth,Bryon Lerum,Ryder Lerum," 397,488 ",Action,Thriller,-,Color,366,R
670,Black Widow,Scarlett Johansson,Florence Pugh,David Harbour," 343,557 ",Action,Adventure,Sci-Fi,United States,522,PG-13
671,Kingsman: The Golden Circle,Taron Egerton,Colin Firth,Mark Strong," 167,425 ",Action,Adventure,Comedy,Color,544,R
672,Commando,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya," 228,501 ",Action,Adventure,Thriller,"$35,100,000",594,R
673,Safe House,Denzel Washington,Ryan Reynolds,Robert Patrick," 263,835 ",Action,Thriller,-,Color,613,R
674,Jumanji: The Next Level,Dwayne Johnson,Jack Black,Kevin Hart," 174,228 ",Action,Adventure,Comedy,Color,627,PG-13
675,Bumblebee,Hailee Steinfeld,Jorge Lendeborg Jr.,John Cena," 80,323 ",Action,Adventure,Sci-Fi,Color,655,PG-13
676,Road House,Patrick Swayze,Kelly Lynch,Sam Elliott," 423,302 ",Action,Thriller,-,Color,677,R
677,In Time,Justin Timberlake,Amanda Seyfried,Cillian Murphy," 169,740 ",Action,Sci-Fi,Thriller,"$37,520,095",680,PG-13
678,The Equalizer 2,Denzel Washington,Pedro Pascal,Ashton Sanders," 270,545 ",Action,Crime,Thriller,"$102,084,362",774,R
679,Warcraft,Travis Fimmel,Paula Patton,Ben Foster," 436,508 ",Action,Adventure,Fantasy,Color,891,PG-13
680,Armageddon,Bruce Willis,Billy Bob Thornton,Ben Affleck," 214,183",Action,Adventure,Sci-Fi,Color,922,PG-13
681,The Adam Project,Ryan Reynolds,Walker Scobell,Mark Ruffalo," 97,687 ",Action,Adventure,Comedy,-,944,PG-13
682,Teenage Mutant Ninja Turtles,Judith Hoag,Elias Koteas,Josh Pais," 398,099 ",Action,Adventure,Comedy,Color,953,PG
683,Wanted,Angelina Jolie,James McAvoy,Morgan Freeman," 159,077 ",Action,Crime,Thriller,Color,962,R
684,The Running Man,Arnold Schwarzenegger,Maria Conchita Alonso,Yaphet Kotto," 199,569 ",Action,Sci-Fi,Thriller,"$38,122,105","1,062",R
685,Atomic Blonde,Charlize Theron,James McAvoy,John Goodman," 89,769 ",Action,Thriller,-,Color,"1,277",R
686,Midway,Ed Skrein,Patrick Wilson,Woody Harrelson," 223,706 ",Action,Drama,History,ColorBlack and White,"1,421",PG-13
687,King Arthur: Legend of the Sword,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law," 87,112",Action,Adventure,Drama,Dolby Surround 7.1Dolby Atmos,"1,517",PG-13
688,Enola Holmes 2,Millie Bobby Brown,Henry Cavill,David Thewlis," 263,641 ",Action,Adventure,Crime,-,"1,766",PG-13
689,The A-Team,Liam Neeson,Bradley Cooper,Sharlto Copley," 477,860 ",Action,Adventure,Crime,"$77,222,099","1,808",PG-13
690,The Wolverine,Hugh Jackman,Will Yun Lee,Tao Okamoto," 218,818 ",Action,Sci-Fi,-,Color,"1,868",PG-13
691,2 Guns,Denzel Washington,Mark Wahlberg,Paula Patton," 44,111 ",Action,Thriller,-,Color,"1,942",R
692,The Last Starfighter,Lance Guest,Robert Preston,Kay E. Kuter," 125,153 ",Action,Adventure,Sci-Fi,2.39 : 1,"1,948",PG
693,Tron,Jeff Bridges,Bruce Boxleitner,David Warner," 154,924 ",Action,Adventure,Sci-Fi,-,"1,951",PG
694,Pandorum,Dennis Quaid,Ben Foster,Cam Gigandet," 189,088 ",Action,Horror,Mystery,-,"1,986",R
695,Zombieland: Double Tap,Woody Harrelson,Jesse Eisenberg,Emma Stone," 53,075 ",Action,Comedy,Horror,-,"2,004",R
696,Wyatt Earp,Kevin Costner,Dennis Quaid,Gene Hackman," 184,183 ",Action,Adventure,Biography,Color,"2,011",PG-13
697,Demolition Man,Sylvester Stallone,Wesley Snipes,Sandra Bullock," 225,710 ",Action,Sci-Fi,Thriller,"$58,055,768","2,162",R
698,Blade II,Wesley Snipes,Kris Kristofferson,Ron Perlman," 89,301 ",Action,Horror,Sci-Fi,Color,"2,176",R
699,No Escape,Lake Bell,Pierce Brosnan,Owen Wilson," 95,329 ",Action,Thriller,-,-,"2,243",R
700,On Her Majesty's Secret Service,George Lazenby,Diana Rigg,Telly Savalas," 249,780 ",Action,Adventure,Thriller,"$22,774,493","2,345",PG
701,Escape Plan,Sylvester Stallone,Arnold Schwarzenegger,50 Cent," 525,854 ",Action,Thriller,-,"$25,135,965","2,456",R
702,The Matrix Revolutions,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss," 82,072 ",Action,Sci-Fi,-,"$139,313,948","2,596",R
703,Super,Rainn Wilson,Elliot Page,Liv Tyler," 36,192",Action,Comedy,Crime,Color,"2,622",R
704,Kisi Ka Bhai Kisi Ki Jaan,Salman Khan,Pooja Hegde,Venkatesh Daggubati," 111,237 ",Action,Comedy,Drama,-,"2,627",Not Rated
705,Live and Let Die,Roger Moore,Yaphet Kotto,Jane Seymour," 300,816 ",Action,Adventure,Thriller,"$35,377,836","2,670",PG
706,Angels & Demons,Tom Hanks,Ewan McGregor,Ayelet Zurer," 112,316 ",Action,Mystery,Thriller,Color,"2,671",PG-13
707,Hot Shots!,Charlie Sheen,Cary Elwes,Valeria Golino," 59,861",Action,Comedy,-,Color,"2,789",PG-13
708,Jungle,Daniel Radcliffe,Thomas Kretschmann,Alex Russell," 83,900 ",Action,Adventure,Biography,-,"2,974",R
709,Backdraft,Kurt Russell,William Baldwin,Robert De Niro," 68,643 ",Action,Drama,Mystery,Color,"3,001",R
710,The Finest Hours,Chris Pine,Casey Affleck,Ben Foster," 120,601 ",Action,Drama,History,-,"3,065",PG-13
711,Out of the Furnace,Christian Bale,Casey Affleck,Zoe Saldana," 102,148 ",Action,Crime,Drama,-,"3,140",R
712,The Living Daylights,Timothy Dalton,Maryam d'Abo,Jeroen Krabbé," 257,353 ",Action,Adventure,Thriller,Color,"3,238",PG
713,The Grey,Liam Neeson,Dermot Mulroney,Frank Grillo," 218,967 ",Action,Adventure,Drama,Color,"3,403",R
714,Gangster Squad,Sean Penn,Ryan Gosling,Emma Stone," 28,223 ",Action,Crime,Drama,-,"3,423",R
715,Colors,Sean Penn,Robert Duvall,Maria Conchita Alonso," 57,894 ",Action,Crime,Drama,Color,"3,511",R
716,Absolute Power,Clint Eastwood,Gene Hackman,Ed Harris," 28,859",Action,Crime,Drama,-,"3,519",R
717,Harriet,Cynthia Erivo,Janelle Monáe,Leslie Odom Jr.," 109,136 ",Action,Biography,Drama,"$43,082,155","3,849",PG-13
718,The Man with the Golden Gun,Roger Moore,Christopher Lee,Britt Ekland," 204,656 ",Action,Adventure,Thriller,Color,"3,857",PG
719,Underworld: Evolution,Kate Beckinsale,Scott Speedman,Bill Nighy," 104,631 ",Action,Fantasy,Thriller,Color,"3,914",R
720,For Your Eyes Only,Roger Moore,Carole Bouquet,Topol," 44,085 ",Action,Adventure,Thriller,Color,"4,071",PG
721,Rumble in the Bronx,Jackie Chan,Anita Mui,Françoise Yip," 26,778 ",Action,Comedy,Crime,Color,"4,108",R
722,Hamburger Hill,Anthony Barrile,Michael Boatman,Don Cheadle," 62,800 ",Action,Drama,Thriller,-,"4,143",R
723,Appaloosa,Ed Harris,Viggo Mortensen,Renée Zellweger," 60,164 ",Action,Crime,Drama,Color,"4,167",R
724,Pete's Dragon,Bryce Dallas Howard,Robert Redford,Oakes Fegley," 98,734 ",Action,Adventure,Comedy,-,"4,374",PG
725,Hardcore Henry,Sharlto Copley,Tim Roth,Haley Bennett," 41,029 ",Action,Adventure,Sci-Fi,-,"4,550",R
726,The Salvation,Mads Mikkelsen,Eva Green,Jeffrey Dean Morgan," 103,750 ",Action,Drama,Thriller,-,"4,644",R
727,Conspiracy Theory,Mel Gibson,Julia Roberts,Patrick Stewart," 173,236 ",Action,Mystery,Thriller,Color,"4,675",R
728,Lethal Weapon 3,Mel Gibson,Danny Glover,Joe Pesci," 25,109 ",Action,Crime,Thriller,Color,-,R
729,Tales from the Crypt: Demon Knight,Billy Zane,William Sadler,Jada Pinkett Smith," 73,265 ",Action,Fantasy,Horror,-,-,R
730,Death Sentence,Kevin Bacon,John Goodman,Kelly Preston," 65,090 ",Action,Crime,Drama,Color,-,R
731,Brooklyn's Finest,Richard Gere,Don Cheadle,Ethan Hawke," 131,641 ",Action,Crime,Drama,-,-,R
732,Ransom,Mel Gibson,Gary Sinise,Rene Russo," 47,282 ",Action,Crime,Thriller,ColorBlack and White,-,R
733,The Enforcer,Clint Eastwood,Tyne Daly,Harry Guardino," 67,558 ",Action,Crime,Thriller,Color,-,R
734,Machine Gun Preacher,Gerard Butler,Michelle Monaghan,Michael Shannon," 83,879 ",Action,Biography,Crime,Color,-,R
735,Hidalgo,Viggo Mortensen,Omar Sharif,Zuleikha Robinson," 48,023 ",Action,Adventure,Biography,-,-,PG-13
736,Nothing to Lose,Martin Lawrence,Tim Robbins,John C. McGinley," 34,675",Action,Adventure,Comedy,-,-,R
737,Blood and Bone,Michael Jai White,Julian Sands,Eamonn Walker," 51,757 ",Action,Crime,Drama,-,-,R
738,The Brothers Bloom,Rachel Weisz,Adrien Brody,Mark Ruffalo," 62,142 ",Action,Adventure,Comedy,Color,-,PG-13
739,The Brave One,Jodie Foster,Terrence Howard,Naveen Andrews," 27,689 ",Action,Crime,Drama,Color,-,R
740,Stakeout,Richard Dreyfuss,Emilio Estevez,Madeleine Stowe," 39,268 ",Action,Comedy,Crime,-,-,R
741,Wild Target,Bill Nighy,Emily Blunt,Rupert Grint," 28,899 ",Action,Comedy,Crime,-,-,PG-13
742,Turbo Kid,Munro Chambers,Laurence Leboeuf,Michael Ironside," 46,253 ",Action,Adventure,Comedy,-,-,Not Rated
743,Om Shanti Om,Shah Rukh Khan,Deepika Padukone,Arjun Rampal," 41,646",Action,Comedy,Drama,-,-,Not Rated
744,Antim: The Final Truth,Salman Khan,Aayush Sharma,Mahima Makwana," 241,906 ",Action,Crime,Drama,-,-,-
745,The Fate of the Furious,Vin Diesel,Jason Statham,Dwayne Johnson," 505,995 ",Action,Crime,Thriller,"$226,008,385",156,PG-13
746,Venom,Tom Hardy,Michelle Williams,Riz Ahmed," 192,647 ",Action,Adventure,Sci-Fi,"$213,515,506",371,PG-13
747,Red Sparrow,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts," 729,911 ",Action,Drama,Thriller,Color,408,R
748,Star Wars: Episode II - Attack of the Clones,Hayden Christensen,Natalie Portman,Ewan McGregor," 278,777 ",Action,Adventure,Fantasy,"$310,676,740",797,PG
749,Resident Evil,Milla Jovovich,Michelle Rodriguez,Ryan McCluskey," 471,878 ",Action,Horror,Sci-Fi,Color,813,R
750,Divergent,Shailene Woodley,Theo James,Kate Winslet," 330,192 ",Action,Adventure,Mystery,Color,882,PG-13
751,Kong: Skull Island,Tom Hiddleston,Samuel L. Jackson,Brie Larson," 541,811 ",Action,Adventure,Fantasy,Color,883,PG-13
752,Pirates of the Caribbean: On Stranger Tides,Johnny Depp,Penélope Cruz,Ian McShane," 277,518 ",Action,Adventure,Fantasy,"$241,071,802",990,PG-13
753,The Other Guys,Will Ferrell,Mark Wahlberg,Derek Jeter," 278,983 ",Action,Comedy,Crime,Color,"1,119",PG-13
754,John Carter,Taylor Kitsch,Lynn Collins,Willem Dafoe," 513,061 ",Action,Adventure,Sci-Fi,"$73,078,100","1,133",PG-13
755,The Amazing Spider-Man 2,Andrew Garfield,Emma Stone,Jamie Foxx," 527,088 ",Action,Adventure,Sci-Fi,United States,"1,170",PG-13
756,X-Men: The Last Stand,Patrick Stewart,Hugh Jackman,Halle Berry," 87,182 ",Action,Adventure,Sci-Fi,Color,"1,290",PG-13
757,Anna,Sasha Luss,Helen Mirren,Luke Evans," 204,249",Action,Thriller,-,Color,"1,304",R
758,Enola Holmes,Millie Bobby Brown,Henry Cavill,Sam Claflin," 173,024",Action,Adventure,Crime,Color,"1,322",PG-13
759,The Old Guard,Charlize Theron,KiKi Layne,Matthias Schoenaerts," 505,557 ",Action,Thriller,-,Dolby Atmos,"1,404",R
760,The Incredible Hulk,Edward Norton,Liv Tyler,Tim Roth," 199,897 ",Action,Adventure,Sci-Fi,"$134,806,913","1,424",PG-13
761,Jungle Cruise,Dwayne Johnson,Emily Blunt,Edgar Ramírez," 275,357 ",Action,Adventure,Comedy,"$116,987,516","1,443",PG-13
762,Robin Hood,Russell Crowe,Cate Blanchett,Matthew Macfadyen," 472,087 ",Action,Adventure,Drama,Color,"1,455",PG-13
763,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth," 246,730 ",Action,Adventure,Sci-Fi,"$337,135,885","1,557",PG-13
764,Ender's Game,Harrison Ford,Asa Butterfield,Hailee Steinfeld," 233,822 ",Action,Adventure,Sci-Fi,"$61,737,191","1,616",PG-13
765,Jason Bourne,Matt Damon,Tommy Lee Jones,Alicia Vikander," 240,522 ",Action,Thriller,-,Color,"1,626",PG-13
766,Austin Powers: The Spy Who Shagged Me,Mike Myers,Heather Graham,Michael York," 67,063",Action,Adventure,Comedy,Color,"1,653",PG-13
767,The Harder They Fall,Jonathan Majors,Zazie Beetz,RJ Cyler," 148,709 ",Action,Drama,Western,-,"1,705",R
768,Smokin' Aces,Jeremy Piven,Ryan Reynolds,Ray Liotta," 457,735 ",Action,Comedy,Crime,Color,"1,724",R
769,Elysium,Matt Damon,Jodie Foster,Sharlto Copley," 235,782 ",Action,Drama,Sci-Fi,DTSSDDSDolby DigitalDolby AtmosAuro 11.1Sonics-DDPDolby Surround 7.1,"1,739",R
770,The Chronicles of Riddick,Vin Diesel,Judi Dench,Colm Feore," 458,028 ",Action,Adventure,Sci-Fi,Color,"1,757",R
771,Quantum of Solace,Daniel Craig,Olga Kurylenko,Mathieu Amalric," 296,183 ",Action,Adventure,Mystery,Color,"1,892",PG-13
772,Prince of Persia: The Sands of Time,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley," 313,374 ",Action,Adventure,Fantasy,Color,"1,990",PG-13
773,The Expendables 2,Sylvester Stallone,Liam Hemsworth,Randy Couture," 59,083 ",Action,Adventure,Thriller,"$85,028,192","2,026",R
774,Adrift,Shailene Woodley,Sam Claflin,Jeffrey Thomas," 110,199 ",Action,Adventure,Biography,-,"2,067",PG-13
775,The Rundown,Dwayne Johnson,Seann William Scott,Christopher Walken," 128,175 ",Action,Adventure,Comedy,Color,"2,072",PG-13
776,The 13th Warrior,Antonio Banderas,Diane Venora,Dennis Storhøi," 176,821 ",Action,Adventure,History,Color,"2,255",R
777,The Heat,Sandra Bullock,Michael McDonald,Melissa McCarthy," 308,682 ",Action,Comedy,Crime,Color,"2,320",R
778,The Bourne Legacy,Jeremy Renner,Rachel Weisz,Edward Norton," 67,219 ",Action,Adventure,Thriller,Color,"2,373",PG-13
779,Hunter Killer,Gerard Butler,Gary Oldman,Common," 110,335 ",Action,Thriller,-,-,"2,495",R
780,Crocodile Dundee,Paul Hogan,Linda Kozlowski,John Meillon," 108,167 ",Action,Adventure,Comedy,Color,"2,516",PG-13
781,Licence to Kill,Timothy Dalton,Robert Davi,Carey Lowell," 126,410 ",Action,Adventure,Thriller,Color,"2,553",PG-13
782,Tears of the Sun,Bruce Willis,Cole Hauser,Monica Bellucci," 228,478 ",Action,Drama,Thriller,Color,"2,630",R
783,Rush Hour 2,Jackie Chan,Chris Tucker,John Lone," 71,241 ",Action,Comedy,Crime,-,"2,742",PG-13
784,The Lego Movie 2: The Second Part,Chris Pratt,Elizabeth Banks,Will Arnett," 182,460 ",Animation,Action,Adventure,Dolby AtmosDolby DigitalDolby Surround 7.1,"2,779",PG
785,30 Days of Night,Josh Hartnett,Melissa George,Danny Huston," 107,538 ",Action,Adventure,Horror,Color,"2,818",R
786,Epic,Amanda Seyfried,Josh Hutcherson,Beyoncé," 102,732 ",Animation,Action,Adventure,-,"2,872",PG
787,Overlord,Jovan Adepo,Wyatt Russell,Mathilde Ollivier," 39,679",Action,Horror,Sci-Fi,Color,"2,876",R
788,The Informer,Joel Kinnaman,Rosamund Pike,Common," 132,234 ",Action,Crime,Drama,-,"2,891",R
789,Flushed Away,Hugh Jackman,Kate Winslet,Ian McKellen," 200,623 ",Animation,Action,Adventure,Color,"2,997",PG
790,Machete,Danny Trejo,Michelle Rodriguez,Robert De Niro," 109,002 ",Action,Crime,Thriller,Color,"3,055",R
791,Attack the Block,John Boyega,Jodie Whittaker,Alex Esmail," 72,465 ",Action,Adventure,Comedy,"$1,024,175","3,135",R
792,Joy Ride,Steve Zahn,Paul Walker,Leelee Sobieski," 26,932 ",Action,Mystery,Thriller,DolbyDTS,"3,162",R
793,Rollerball,James Caan,John Houseman,Maud Adams," 258,432 ",Action,Sci-Fi,Sport,Color,"3,230",Approved
794,Bad Boys II,Will Smith,Martin Lawrence,Gabrielle Union," 84,147 ",Action,Comedy,Crime,Color,"3,292",R
795,U-571,Matthew McConaughey,Bill Paxton,Harvey Keitel," 111,996 ",Action,War,-,-,"3,327",PG-13
796,Run All Night,Liam Neeson,Ed Harris,Joel Kinnaman," 213,737 ",Action,Crime,Thriller,-,"3,490",R
797,Ghostbusters II,Bill Murray,Dan Aykroyd,Sigourney Weaver," 62,241",Action,Comedy,Fantasy,Color,"3,534",PG
798,The Girl with All the Gifts,Sennia Nanua,Fisayo Akinade,Dominique Tipper," 96,030 ",Action,Adventure,Drama,-,"3,554",R
799,Penguins of Madagascar,Tom McGrath,Chris Miller,Christopher Knights," 94,047 ",Animation,Action,Adventure,-,"3,595",PG
800,Hot Shots! Part Deux,Charlie Sheen,Lloyd Bridges,Valeria Golino," 133,342 ",Action,Comedy,-,Color,"3,802",PG-13
801,Outbreak,Dustin Hoffman,Rene Russo,Morgan Freeman," 35,383",Action,Drama,Thriller,Color,"3,832",R
802,The Aeronauts,Felicity Jones,Eddie Redmayne,Himesh Patel," 57,165 ",Action,Adventure,Drama,Color,"3,996",PG-13
803,Courage Under Fire,Denzel Washington,Meg Ryan,Lou Diamond Phillips," 190,958 ",Action,Drama,Mystery,Color,"4,011",R
804,Eagle Eye,Shia LaBeouf,Michelle Monaghan,Rosario Dawson," 175,720 ",Action,Mystery,Thriller,Color,"4,014",PG-13
805,RED 2,Bruce Willis,Helen Mirren,John Malkovich," 83,298 ",Action,Comedy,Crime,"$53,262,560","4,091",PG-13
806,Star Trek III: The Search for Spock,William Shatner,Leonard Nimoy,DeForest Kelley," 84,558 ",Action,Adventure,Sci-Fi,Color,"4,155",PG
807,Star Trek: Generations,Patrick Stewart,William Shatner,Malcolm McDowell," 131,248 ",Action,Adventure,Mystery,Color,"4,232",PG
808,Shanghai Noon,Jackie Chan,Owen Wilson,Lucy Liu," 57,205 ",Action,Adventure,Comedy,-,"4,359",PG-13
809,Black Rain,Michael Douglas,Andy Garcia,Ken Takakura," 46,846 ",Action,Crime,Drama,-,"4,499",R
810,Sudden Impact,Clint Eastwood,Sondra Locke,Pat Hingle," 37,069 ",Action,Crime,Thriller,Color,"4,527",R
811,New Jack City,Wesley Snipes,Ice-T,Allen Payne," 62,567 ",Action,Crime,Drama,Color,"4,722",R
812,Titan A.E.,Matt Damon,Drew Barrymore,Bill Pullman," 25,476 ",Animation,Action,Adventure,DTSDolby DigitalSDDS,"4,892",PG
813,The Final Countdown,Kirk Douglas,Martin Sheen,Katharine Ross," 64,398 ",Action,Adventure,Sci-Fi,Color,"4,925",PG
814,Alpha,Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Marcin Kowalczyk," 70,400 ",Action,Adventure,Drama,-,-,PG-13
815,21 Bridges,Chadwick Boseman,Sienna Miller,J.K. Simmons," 65,193 ",Action,Crime,Drama,Color,-,R
816,Kiss of the Dragon,Jet Li,Bridget Fonda,Tchéky Karyo," 40,415 ",Action,Crime,Thriller,Color,-,R
817,The Wave,Kristoffer Joner,Ane Dahl Torp,Jonas Hoff Oftebro," 139,281 ",Action,Drama,Thriller,-,-,R
818,The Recruit,Al Pacino,Colin Farrell,Bridget Moynahan," 155,507 ",Action,Thriller,-,-,-,PG-13
819,Man on a Ledge,Sam Worthington,Elizabeth Banks,Jamie Bell," 167,633 ",Action,Crime,Thriller,-,-,PG-13
820,Lethal Weapon 4,Mel Gibson,Danny Glover,Joe Pesci," 31,132 ",Action,Crime,Thriller,Color,-,R
821,Outland,Sean Connery,Frances Sternhagen,Peter Boyle," 152,639 ",Action,Crime,Sci-Fi,Color,-,R
822,Shoot 'Em Up,Clive Owen,Monica Bellucci,Paul Giamatti," 96,497 ",Action,Comedy,Thriller,Color,-,R
823,Edge of Darkness,Mel Gibson,Ray Winstone,Danny Huston," 152,217 ",Action,Drama,Thriller,"$43,313,890",-,R
